id,name,symbol,slug,cmc_rank,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,pull_timestamp
2694,Nexo,NEXO,nexo,76,0.9175969579084141,8339675.27850002,592901456.7589089,-0.11940913,-1.03320422,-7.1528759,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
34466,Pudgy Penguins,PENGU,pudgy-penguins,77,0.00917406992721668,89910915.28280652,576685669.3825649,-0.47651159,-3.36958565,-16.85213592,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
35626,Story,IP,story-protocol,78,1.6358435458566452,22836753.59567593,555868792.6984142,-0.69425908,-2.95581577,-14.91442003,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
11840,Optimism,OP,optimism-ethereum,79,0.279510783033908,64516730.98281047,543394816.1268154,0.0201871,-0.24592181,-11.65195707,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
26081,First Digital USD,FDUSD,first-digital-usd,80,0.9989777213054479,2147655301.439113,517893315.53610235,-0.00573657,0.01065876,0.02737017,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
6538,Curve DAO Token,CRV,curve-dao-token,81,0.35389461268224415,60105652.5042421,504527662.3574222,0.9202771,0.17442885,-12.16540061,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
131,Dash,DASH,dash,82,39.413268551028175,98387259.59861088,493522935.25421536,-1.01568515,1.20191478,-11.86893721,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
2563,TrueUSD,TUSD,trueusd,83,0.9957940230827556,10619917.64125786,492435163.9756728,-0.00443756,-0.03726956,-0.08652185,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
29814,ether.fi,ETHFI,ether-fi-ethfi,84,0.7508065798189969,26384273.52601684,490098268.93972415,0.0168667,1.10117763,-6.42617488,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
8000,Lido DAO,LDO,lido-dao,85,0.5432048754704406,36168989.49601031,485390598.7823102,0.1251214,-2.71552954,-9.20175322,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
3773,Artificial Superintelligence Alliance,FET,artificial-superintelligence-alliance,86,0.20860821165065946,54460071.88439581,482313693.394067,-0.24773981,-2.17841198,-14.910226,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
7226,Injective,INJ,injective,87,4.782873597784196,30011912.74601413,478148347.5182781,-0.26639898,-1.36547826,-11.03904265,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
2011,Tezos,XTZ,tezos,88,0.4451342591801834,19366134.14436314,476009473.0916916,0.0611067,0.69048903,-11.25613964,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
29270,Aerodrome Finance,AERO,aerodrome-finance,89,0.5177236802104871,29932021.66197253,471981109.6769979,-0.68210633,6.19398997,-14.81765429,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
29420,Virtuals Protocol,VIRTUAL,virtual-protocol,90,0.7152360893388321,70692205.42525682,469267384.3893327,0.0166976,0.65682697,-11.16607373,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
4847,Stacks,STX,stacks,91,0.255891470577172,6388080.72437941,464342143.65791273,0.14602807,1.03155984,-11.57053005,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
34104,Morpho,MORPHO,morpho,92,1.2306863748973904,18821859.20423938,461538687.6199083,-0.19253744,0.84904376,9.54120698,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
28081,SPX6900,SPX,spx6900,93,0.49456283836046583,11031172.50794224,460434585.119,-0.1568031,-1.22420487,-16.33915211,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
3871,AB,AB,newton,94,0.004975503786988933,13037409.48411963,459307778.37562513,0.35051292,0.16361775,-7.27112404,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
10603,Immutable,IMX,immutable-x,95,0.23053984778250097,18244412.97033066,458537424.1276065,-0.48341214,0.66811973,-17.02961395,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
30712,Merlin Chain,MERL,merlin-chain,96,0.39005338885442326,23702808.42465303,424567997.4377381,0.09500898,2.48118472,-11.20984698,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
35053,pippin,PIPPIN,pippin,97,0.4162298727205474,36709156.47725785,416228313.10721433,-2.85971562,15.41866991,32.77522562,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
22691,Starknet,STRK,starknet-token,98,0.08190633632050012,44810035.965113,406640331.7712232,0.03715997,-3.72082482,-22.63580064,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
22861,Celestia,TIA,celestia,99,0.47248209614653713,35619597.98522842,404609923.61418885,-0.19205609,-2.30972242,-19.05900772,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
6719,The Graph,GRT,the-graph,100,0.03762551089533561,15234094.81229733,400932968.3849484,0.38795884,-0.21661786,-9.18955603,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
